,PLAYER_NAME,OVR,POS,PROGRAM,TEAM,HEIGHT,WEIGHT,ARCHETYPE,PRICE,QUICKSELL,QS_CURRENCY,clutch,penalty,lb_style,dl_swim,dl_spin,dl_bull,big_hitter,strips_ball,ball_in_air,high_motor,covers_ball,extra_yards,agg_catch,rac_catch,poss_catch,drops_open,sideline_catch,qb_style,tight_spiral,sense_pressure,throw_away,force_passes,SPD,STR,AGI,ACC,AWA,CTH,JMP,STA,INJ,TRK,ELU,BTK,BCV,SFA,SPM,JKM,CAR,SRR,MRR,DRR,CIT,SPC,RLS,THP,SAC,MAC,DAC,RUN,TUP,BSK,PAC,RBK,RBP,RBF,PBK,PBP,PBF,LBK,IBL,TAK,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,RET
2891,Jaron Brown,71,WR,Core Gold,Seattle Seahawks,"6' 3""",204,Physical (WR),800,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,45,56,60,65,50,59,65,56,61,62,58,69,73,61,23,10,10,10,10,12,12,10,48,28,22,45,20,19,32,52,29,15,10,10,35,25,10,10,12,15,10,10,50
2892,Craig Robertson,71,ROLB,Core Gold,New Orleans Saints,"6' 1""",234,Pass Coverage (OLB),900,18,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,60,59,63,77,78,34,22,10,17,30,20,30,45,10,10,10,10,15,10,21,10,10,10,10,10,10,10,35,35,35,35,35,35,14,74,74,70,46,40,55,71,60,55,60,46,10,10,10
2893,Alex Armah,71,FB,Core Gold,Carolina Panthers,"6' 2""",253,Utility (FB),2100,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,73,75,72,80,60,61,74,83,86,77,55,43,67,75,58,69,73,55,40,32,55,52,54,19,10,10,10,10,10,10,10,53,44,39,58,39,36,70,53,60,65,63,51,59,64,44,20,30,17,15,15,30
2894,Tyson Alualu,71,LE,Core Gold,Pittsburgh Steelers,"6' 3""",304,Run Stopper (DE),900,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,77,61,73,70,18,66,66,86,12,10,10,10,10,10,10,25,10,10,10,10,10,10,18,10,10,10,10,10,10,10,35,35,35,35,35,35,10,75,69,73,57,35,64,65,70,11,19,10,23,20,10
2895,Andrew Wylie,71,RG,Core Gold,Kansas City Chiefs,"6' 6""",309,Pass Protector (OG),900,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,73,60,73,65,25,73,70,75,25,20,10,15,10,10,10,17,15,10,10,20,20,10,16,10,10,10,10,10,10,10,63,64,60,67,69,67,72,76,25,30,30,20,22,23,10,10,10,10,10,10,10
2896,Tavon Austin,71,WR,Core Gold,Dallas Cowboys,"5' 8""",179,Slot (WR),850,18,Training,No,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,85,43,84,84,67,66,69,82,75,15,70,62,65,31,70,82,63,61,60,57,55,58,51,28,10,10,10,10,10,13,10,39,15,13,20,15,10,32,31,11,10,10,10,25,25,10,12,18,10,11,10,79
2897,Ted Karras,71,LG,Core Gold,New England Patriots,"6' 4""",305,Power (OG),900,18,Training,N/A,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,77,46,66,65,16,65,75,83,15,10,10,10,10,10,10,21,12,10,10,14,13,10,20,10,10,10,10,10,10,10,66,67,60,64,64,61,80,76,20,57,21,17,19,27,10,10,10,10,15,11,10
2898,T.J. Logan,71,HB,Core Gold,Arizona Cardinals,"5' 10""",196,Elusive Back (HB),950,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Medium Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,84,52,83,81,52,53,72,78,80,45,63,60,61,38,54,66,63,46,41,33,51,57,39,21,15,10,10,10,10,10,10,17,10,10,30,16,12,25,23,14,10,10,10,10,27,10,10,10,10,15,15,72
2899,Kyle Fuller,71,CB,Power Up,Chicago Bears,"6' 0""",190,Zone (CB),800,18,Training,No,Disciplined,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,47,75,77,62,56,76,79,74,26,45,35,55,30,55,56,56,11,10,10,49,48,30,27,10,10,10,10,10,10,10,25,25,25,25,25,25,10,36,36,64,38,52,31,40,62,61,70,60,10,10,34
2900,Nick Mullens,71,QB,Core Gold,San Francisco 49ers,"6' 1""",210,Field General (QB),900,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Balanced,No,Average,No,Aggressive,67,48,65,76,63,24,67,84,76,32,46,39,48,41,50,59,49,11,10,10,15,22,14,75,73,67,65,68,66,39,66,18,10,10,10,15,10,18,28,16,18,10,16,19,10,10,10,10,10,10,10,10
2901,Kareem Hunt,71,HB,Power Up,Cleveland Browns,"5' 11""",216,Powerback (HB),1100,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Medium Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,75,66,77,77,59,55,77,72,73,65,58,69,70,62,54,68,73,52,45,39,51,48,36,18,14,10,10,20,10,11,16,23,13,10,41,12,10,29,27,21,14,10,10,19,24,10,10,19,10,14,10,39
2902,Elandon Roberts,71,MLB,Core Gold,New England Patriots,"6' 0""",235,Run Stopper (MLB),950,18,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,73,68,76,61,35,75,74,78,26,14,10,25,38,15,24,38,10,10,10,10,10,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,10,72,74,75,49,45,57,69,61,33,44,40,10,10,10
2903,Stefen Wisniewski,71,LG,Core Gold,Philadelphia Eagles,"6' 3""",305,Power (OG),950,18,Training,N/A,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,76,55,68,66,12,62,75,85,10,10,10,10,10,10,10,30,10,10,10,10,15,15,24,10,10,10,10,10,10,10,65,67,61,62,63,60,81,78,25,10,10,10,10,19,10,10,10,10,23,26,10
2904,Deatrich Wise Jr,71,RE,Core Gold,New England Patriots,"6' 5""",271,Power Rusher (DE),850,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,76,62,75,62,26,71,76,79,14,18,10,21,25,10,22,22,10,10,10,25,23,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,77,70,71,63,53,50,67,62,14,23,10,10,12,10
2905,Tyler Lancaster,71,DT,Core Gold,Green Bay Packers,"6' 3""",313,Run Stopper (DT),1100,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,80,59,67,60,12,59,66,77,10,11,10,10,19,10,10,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10,35,35,35,35,35,35,21,73,68,59,56,44,61,69,60,10,12,10,10,10,10
2906,Maurice Canady,71,CB,Core Gold,Baltimore Ravens,"6' 1""",193,Slot (CB),900,18,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,59,80,80,54,57,79,79,79,18,55,45,54,19,51,62,52,16,10,10,33,51,17,17,10,10,10,10,10,10,10,10,23,24,10,23,24,10,38,57,63,18,25,45,63,54,58,54,56,10,10,46
2907,Wes Schweitzer,71,LG,Core Gold,Atlanta Falcons,"6' 5""",314,Agile (OG),850,18,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,72,51,72,74,10,46,73,80,11,10,10,10,10,10,10,15,10,10,10,10,10,10,16,10,10,10,10,10,10,10,67,62,70,65,65,64,73,72,22,22,10,10,19,15,10,10,10,10,10,11,10
2908,Leighton Vander Esch,71,ROLB,Power Up,Dallas Cowboys,"6' 4""",256,Run Stopper (OLB),1600,18,Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71,63,74,76,65,45,77,74,72,39,30,22,37,27,29,45,46,10,10,10,25,20,10,24,10,10,10,10,10,10,10,35,35,35,35,35,35,12,59,68,58,42,31,62,72,65,50,56,23,10,10,10
2909,Mike Evans,71,WR,Power Up,Tampa Bay Buccaneers,"6' 5""",231,Physical (WR),750,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,No,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,74,64,71,76,68,62,80,77,76,59,53,59,73,62,58,66,59,57,62,60,71,70,69,26,15,10,10,10,10,12,10,39,22,19,29,10,10,23,43,29,10,10,10,25,15,10,30,17,10,15,14,34
2910,Aldrick Robinson,71,WR,Core Gold,Carolina Panthers,"5' 10""",187,Deep Threat (WR),900,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,82,31,83,81,59,65,81,79,81,17,70,63,63,17,72,75,50,62,63,69,60,68,42,26,10,10,10,10,12,17,10,43,26,20,26,10,10,10,30,21,10,10,10,29,25,10,10,15,10,12,12,67
2911,Eli Rogers,71,WR,Core Gold,Pittsburgh Steelers,"5' 10""",187,Slot (WR),900,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,78,53,82,81,55,71,74,83,79,29,68,63,61,28,64,71,59,65,62,56,63,67,48,26,23,18,10,14,13,15,10,49,27,26,21,10,10,13,33,17,10,10,10,30,25,10,10,15,10,14,12,65
2912,Halapoulivaati Vaitai,71,RT,Core Gold,Philadelphia Eagles,"6' 6""",320,Power (OT),950,18,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,77,58,71,64,13,63,77,82,19,10,10,15,21,11,18,11,10,10,10,10,10,10,17,10,10,10,10,10,10,10,66,69,64,63,66,58,77,75,27,55,40,30,30,17,20,10,10,10,10,10,10
2913,Daniel Kilgore,71,C,Core Gold,Miami Dolphins,"6' 3""",291,Pass Protector (C),900,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,80,52,70,75,10,66,66,78,10,10,10,10,10,10,10,30,10,10,10,10,10,10,24,10,10,10,10,10,10,10,63,62,65,65,66,62,71,74,12,25,10,10,12,19,13,10,10,10,10,10,10
2914,Josh Jones,71,FS,Core Gold,Green Bay Packers,"6' 2""",220,Zone (FS/SS),950,18,Training,No,Normal,Cover Lb,N/A,N/A,N/A,Yes,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,64,74,82,67,65,80,84,79,44,57,42,48,38,56,62,58,14,10,10,45,52,12,15,10,10,10,10,10,12,10,25,25,25,25,25,25,13,58,64,79,31,44,34,56,67,48,54,57,15,10,38
2915,Kenjon Barner,71,HB,Core Gold,Atlanta Falcons,"5' 9""",195,Elusive Back (HB),950,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,No,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,82,52,81,80,52,46,82,86,79,34,66,62,54,28,70,69,58,47,42,34,47,58,35,21,10,10,10,10,10,12,10,29,20,19,36,19,14,27,25,19,11,10,10,15,10,10,10,10,10,15,11,74
2916,P.J. Hall,71,DT,Core Gold,Oakland Raiders,"6' 1""",310,Run Stopper (DT),850,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,84,45,75,56,35,80,67,83,40,19,15,26,28,10,12,31,10,10,10,10,10,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,27,69,70,75,60,40,54,71,56,10,19,10,10,10,10
2917,Ahkello Witherspoon,71,CB,Core Gold,San Francisco 49ers,"6' 2""",195,Man-to-Man (CB),950,18,Training,No,N/A,Balanced,N/A,N/A,N/A,No,No,Aggressive,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,47,79,83,56,54,85,82,79,15,43,34,51,21,56,63,49,17,10,10,43,53,14,26,10,10,10,10,10,10,10,25,25,25,25,25,25,10,33,38,34,16,23,48,70,56,58,57,61,10,10,45
2918,Elijah Wilkinson,71,RG,Core Gold,Denver Broncos,"6' 4""",329,Agile (OG),850,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,78,57,69,66,16,62,73,79,23,10,10,14,26,15,20,10,10,10,10,10,10,10,23,10,10,10,10,10,10,10,64,62,65,65,62,70,71,70,27,25,20,10,23,28,14,10,10,10,15,12,10
2919,Cameron Jordan,71,LE,Power Up,New Orleans Saints,"6' 4""",287,Power Rusher (DE),750,18,Training,N/A,Disciplined,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,72,20,61,76,82,10,14,10,16,15,15,20,30,10,10,10,10,10,10,21,10,10,10,10,10,10,10,35,35,35,35,35,35,12,68,63,60,68,47,66,65,72,14,24,10,23,19,10
2920,Marquel Lee,71,LOLB,Core Gold,Oakland Raiders,"6' 3""",235,Run Stopper (OLB),800,18,Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71,69,69,78,60,43,67,77,84,23,28,13,35,31,27,38,39,10,10,10,35,30,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,10,63,71,69,35,49,64,70,60,36,45,33,10,10,10
2921,Reggie Nelson,71,SS,Core Gold,Oakland Raiders,"5' 11""",210,Zone (FS/SS),950,18,Training,No,Disciplined,Balanced,N/A,N/A,N/A,No,No,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,49,78,78,65,68,77,87,86,35,60,45,45,10,44,55,52,10,10,10,34,53,10,16,10,10,10,10,10,10,10,25,25,25,25,25,25,10,53,59,71,29,42,42,69,65,54,61,52,10,20,40
2922,Ryan Kerrigan,71,LOLB,Power Up,Washington Redskins,"6' 4""",259,Power Rusher (OLB),800,18,Training,No,Disciplined,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,71,64,71,70,46,54,84,84,15,10,10,10,10,10,10,35,10,10,10,10,10,10,28,10,10,10,10,10,10,10,35,35,35,35,35,35,18,64,65,65,69,61,59,65,70,33,42,10,25,20,10
2923,Drue Tranquill,70,MLB,Core Rookie,Los Angeles Chargers,"6' 2""",234,Pass Coverage (MLB),790,15,Training,No,Normal,Cover Lb,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,68,76,80,54,45,80,76,72,15,46,37,45,32,34,46,53,21,14,10,23,25,10,13,10,10,10,10,10,10,10,35,35,35,35,35,35,11,67,68,69,41,48,59,68,54,54,59,46,10,10,10
2924,Alvin Kamara,71,HB,Power Up,New Orleans Saints,"5' 10""",215,Receiving Back (HB),1300,18,Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,74,58,78,79,62,60,77,73,70,63,64,67,65,65,60,68,68,62,55,47,58,56,57,29,22,18,13,23,10,14,16,25,13,12,48,11,10,25,23,19,23,21,38,19,24,10,10,14,10,11,10,67
2925,Earl Watford,70,RG,Core Gold,Tampa Bay Buccaneers,"6' 3""",300,Power (OG),850,15,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,76,51,70,72,24,70,74,86,15,10,10,10,10,10,10,34,10,10,10,10,10,10,14,10,10,10,10,10,10,10,60,62,58,61,62,56,80,79,34,10,10,10,19,22,10,10,10,10,10,10,10
2926,Marquez Valdes-Scantling,71,WR,Core Gold,Green Bay Packers,"6' 4""",206,Deep Threat (WR),900,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,84,54,79,82,57,66,66,79,81,34,61,56,63,34,57,63,63,59,61,62,65,69,57,15,10,10,10,10,10,10,10,30,14,10,22,17,12,18,43,19,12,10,10,17,20,10,10,10,10,10,10,65
2927,Troy Hill,71,CB,Core Gold,Los Angeles Rams,"5' 11""",184,Zone (CB),900,18,Training,No,N/A,Balanced,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,56,83,82,62,57,77,82,80,15,49,39,51,15,56,61,57,19,10,10,40,55,10,16,10,10,10,10,10,10,10,11,15,15,11,15,15,10,35,36,35,11,17,33,55,62,57,62,56,10,10,51
2928,Lorenzo Carter,70,LOLB,Core Gold,New York Giants,"6' 5""",250,Speed Rusher (OLB),950,15,Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,65,75,81,45,38,77,72,80,23,19,10,28,18,30,38,33,10,10,10,22,18,10,11,10,10,10,10,10,10,10,35,35,35,35,35,35,12,62,68,67,52,61,53,71,45,45,53,36,10,10,10
2929,Myles Garrett,71,RE,Power Up,Cleveland Browns,"6' 4""",272,Power Rusher (DE),1000,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,81,68,75,66,36,79,79,72,25,24,24,29,35,30,25,45,10,10,10,10,10,25,11,10,10,10,10,10,10,10,35,35,35,35,35,35,10,63,56,56,69,62,64,64,66,33,32,28,10,10,10
2930,Shaun Dion Hamilton,70,MLB,Core Gold,Washington Redskins,"6' 0""",232,Run Stopper (MLB),800,15,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,69,71,76,60,43,69,80,69,21,18,13,19,13,14,23,37,10,10,10,10,10,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,18,71,68,74,48,40,59,70,60,45,51,19,10,10,10
2931,Jordan Akins,71,TE,Core Gold,Houston Texans,"6' 4""",243,Blocking (TE),950,18,Training,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,66,65,64,72,60,70,75,77,75,62,56,62,62,61,62,65,64,55,55,56,67,66,51,36,26,17,12,20,12,19,10,66,67,65,54,54,52,49,67,18,10,10,10,15,16,10,10,10,10,10,10,46
2932,A.J. Green,71,WR,Power Up,Cincinnati Bengals,"6' 4""",210,Physical (WR),650,18,Training,Yes,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,,,77,74,63,64,81,81,75,50,66,71,76,55,68,72,57,65,63,63,70,71,64,32,10,10,10,10,13,17,10,35,21,19,12,10,10,10,29,25,10,10,10,30,30,15,13,20,10,10,10,51
2933,Montae Nicholson,71,FS,Core Gold,Washington Redskins,"6' 2""",216,Zone (FS/SS),800,18,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,59,75,82,61,57,75,78,79,38,51,36,57,47,50,58,52,19,10,10,44,51,14,18,10,10,10,10,10,10,10,25,25,25,25,25,25,10,43,55,73,18,29,47,61,61,58,64,51,15,15,20
2934,Jordan Mills,70,RT,Core Gold,Miami Dolphins,"6' 5""",316,Pass Protector (OT),950,15,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,75,50,70,72,25,63,76,84,15,10,10,10,10,10,10,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,58,59,57,66,69,62,75,76,34,54,10,10,22,21,10,10,10,10,10,10,10
2935,Daniel Jones,70,QB,Core Rookie,New York Giants,"6' 5""",221,Field General (QB),850,15,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pocket,Yes,N/A,No,Aggressive,74,58,74,77,60,28,71,81,78,41,50,47,67,26,36,44,46,10,10,10,10,11,10,78,70,64,64,64,67,49,66,10,10,10,10,10,10,10,14,14,10,10,10,12,21,10,10,10,10,50,39,10
2936,Cody Latimer,71,WR,Core Gold,New York Giants,"6' 2""",215,Physical (WR),850,18,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,No,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,81,64,78,81,59,65,83,79,72,55,42,47,57,52,57,61,59,54,57,52,72,72,64,23,10,10,10,10,10,12,10,33,18,12,41,29,25,29,49,25,10,10,10,32,25,16,10,14,15,10,10,15
2937,Devin McCourty,71,FS,Power Up,New England Patriots,"5' 10""",195,Zone (FS/SS),600,18,Training,Yes,Disciplined,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,47,75,75,69,65,77,82,80,18,64,52,55,15,65,67,40,10,10,10,29,45,10,21,10,10,10,10,13,10,10,25,25,25,25,25,25,12,51,49,43,19,29,48,60,69,64,68,62,12,14,58
2938,Mike Hughes,70,CB,Core Gold,Minnesota Vikings,"5' 10""",189,Man-to-Man (CB),950,15,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,58,85,82,52,65,76,85,84,24,61,53,63,24,63,71,62,25,20,16,60,65,14,14,10,10,10,10,10,10,10,25,25,25,25,25,25,10,47,39,56,13,21,38,57,52,57,54,68,12,14,72
2939,Casey Hayward Jr,71,CB,Power Up,Los Angeles Chargers,"5' 11""",192,Man-to-Man (CB),3000,18,Training,Yes,N/A,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,54,77,76,64,62,71,80,72,15,57,50,63,31,56,63,45,10,10,10,43,49,10,21,10,10,10,10,10,10,10,25,25,25,25,25,25,10,37,36,35,21,28,39,44,64,67,64,65,12,14,19
2940,Breshad Perriman,70,WR,Core Gold,Tampa Bay Buccaneers,"6' 2""",215,Deep Threat (WR),850,15,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,86,59,77,83,53,65,78,76,67,51,65,61,63,51,69,72,56,53,55,59,58,70,59,27,10,10,10,10,10,14,10,23,17,11,23,10,10,23,43,19,10,10,10,30,25,10,10,10,10,14,11,50
2941,Kenny Young,71,MLB,Core Gold,Baltimore Ravens,"6' 1""",234,Field General (MLB),800,18,Training,No,Normal,Cover Lb,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,66,66,79,57,43,77,78,80,29,16,21,18,23,17,25,43,10,10,10,23,20,10,18,10,10,10,10,10,10,10,35,35,35,35,35,35,13,67,72,65,45,52,61,73,57,52,59,46,10,10,10
2942,Brandon Copeland,71,ROLB,Core Gold,New York Jets,"6' 3""",263,Power Rusher (OLB),900,18,Training,No,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,73,69,77,61,38,71,77,78,26,34,24,38,22,52,54,47,10,10,10,25,30,15,16,10,10,10,10,10,10,10,35,35,35,35,35,35,10,68,64,63,67,47,53,68,61,38,46,32,10,10,10
2943,Jaylon Ferguson,70,ROLB,Core Rookie,Baltimore Ravens,"6' 5""",271,Power Rusher (OLB),900,15,Training,No,Normal,N/A,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,72,67,75,57,23,69,74,79,25,10,10,19,24,23,24,39,10,10,10,15,12,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,70,70,71,66,58,62,69,57,31,39,13,10,12,10
2944,Brandon Brooks,71,RG,Power Up,Philadelphia Eagles,"6' 5""",335,Pass Protector (OG),850,18,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,81,54,68,62,25,67,66,72,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,62,61,64,68,69,67,50,67,30,15,10,10,20,11,10,10,10,10,12,10,10
